#,Kevin Ready?,Continent,Country,State/Province/Territory/etc.,Location,Region,Up Front Description,Hint # 1,Description at the end (100 words),Has Chez Edited Description,Wikipedia Link,Tourism Link,Climate,Pics Uploaded?,Who logged,Pictures,TB URL,Notes
50,FALSE,Oceania,Fiji,,,Oceania,It is a country,This island nation has a premium bottled water named after it.,"A tropical paradise made up of over 300 islands, Fiji offers you crystal-clear waters, vibrant coral reefs, and palm-fringed beaches that invite you to unwind in barefoot bliss. Whether you're diving with manta rays, exploring hidden waterfalls, or enjoying a traditional kava ceremony in a remote village, Fiji delivers adventure with a warm Bula smile. The islands pulse with rich culture, friendly hospitality, and stunning natural beauty, from the luxurious resorts of the Mamanucas to the wild jungles of Taveuni. Time slows down here, replaced by ocean breezes, hammock naps, and fiery sunsets. Fiji may just be the very definition of the word 'paradise'. ",Yes,https://en.wikipedia.org/wiki/Fiji,https://www.fiji.travel/,Subtropical,TRUE,Aviva,,,
51,FALSE,Oceania,New Zealand,,,Oceania,It is a country,There has more sheep than people (almost 5 sheep for every person).,"New Zealand is a cinematic wonderland where glacier-carved mountains, lush rainforests, and otherworldly coastlines all exist within a day’s drive. From the adventure capital of Queenstown to the geothermal marvels of Rotorua and the rolling green hills of Hobbiton, every corner feels like a scene from a fantasy film (because often it was actually used as a setting in a major motion picture). You can hike ancient Māori trails, kayak through fjords, or sip wine among the vines with snow-capped peaks in the distance. Both islands brim with culture, adrenaline, and jaw-dropping natural beauty. In New Zealand, 'extraordinary' is just part of their everyday.",Yes,https://en.wikipedia.org/wiki/New_Zealand,https://www.newzealand.com/us/,Tempurate,TRUE,Aviva,,,
52,TRUE,South America,Belize,,,South America,It is a country,This country has the second largest barrier reef in the world and it the only country in Central America where English is the official language,"Known for lush jungles, Mayan ruins, and the world’s second-largest coral reef, Belize is also famous for the Blue Hole, the ancient temples of Xunantunich, and the pristine beaches of Ambergris Caye. With a vibrant culture, exotic wildlife, and turquoise waters teeming with marine life, Belize is a haven for adventurers and beach lovers alike. ",Yes,https://en.wikipedia.org/wiki/Belize,https://www.travelbelize.org/,Subtropical,TRUE,,,,
53,TRUE,South America,Bermuda,,Bermuda,South America,It is an overseas territory that is also an island,An North Atlantic island that is a British territory,"Bermuda is renown for its pink-sand beaches, turquoise waters, and charming blend of British elegance and island flair. You can explore crystal-clear waters within caves, stroll the pastel-colored streets of Hamilton, or snorkel vibrant coral reefs. Known for its year-round beauty and warm hospitality, Bermuda is a great destination for both relaxation and luxury.",Yes,https://en.wikipedia.org/wiki/Bermuda,https://www.gotobermuda.com/,"Temperate, sub-tropical",TRUE,,,,
54,TRUE,South America,Brazil,,Amazon River,South America,"It is a famous geographic feature (e.g Mountain, River, Lake, etc.)",This feature really delivers massive amounts of water through South America. It was the inspiration for the name of an online retail store too. ,"The lifeblood of the world’s largest rainforest, The Amazon River offers adventures through one of Earth’s most diverse and awe-inspiring ecosystems. Winding through dense jungle, the region is home to exotic wildlife, from pink river dolphins to jaguars and colorful macaws. Travelers can explore the Amazon by boat cruises, guided jungle treks, or canoe excursions, venturing deep into the rainforest to discover hidden lagoons, towering ceiba trees, and remote indigenous communities. You'll explore a world teeming with life, where giant anacondas slither through flooded forests and howler monkeys echo through the canopy. Whether gliding along the misty river at sunrise, spotting rare wildlife, or immersing yourself in the vibrant cultures of the Amazon, this journey is a mesmerizing blend of adventure, mystery, and natural wonder.",Yes,https://en.wikipedia.org/wiki/Amazon_River,https://visitbrasil.com/en/experience/amazon/,Rain Forest,TRUE,,,,
55,FALSE,South America,Chile,,,South America,It is a country,"If you could eat this country it would be hot and spicey, and the country is super long and narrow.","Chile is a land of staggering extremes, stretching from the driest desert on Earth in the north to the glaciers and fjords of Patagonia in the south. You can stargaze under the crystal-clear skies of the Atacama Desert, sip world-class wine in the valleys near Santiago, or hike past jagged peaks and turquoise lakes in Torres del Paine National Park. The country's narrow spine packs in volcanoes, surf-friendly beaches, and even the mysterious stone statues of Easter Island. Urban life in Santiago hums with energy, while remote villages offer peace and wild beauty. Chile is a country that stretches the imagination and yet rewards every type of traveler's passions.",Yes,https://en.wikipedia.org/wiki/Chile,https://www.chile.travel/en/,"Vary significantly from arid in the north to cool, temperate regions in the central region and a subpolar climate in the south",TRUE,Aviva,,,
56,FALSE,South America,Colombia,,,South America,It is a country,"From Andes peaks to Caribbean coasts, this vibrant country dances to cumbia beats, brews world-class coffee, and once inspired the magical realism of Gabriel García Márquez.","Colombia is a vibrant, colorful country where Andean peaks, Caribbean beaches, and lush jungles collide in spectacular fashion. You can wander the cobbled streets of Cartagena, dance till dawn in Medellín, or sip world-class coffee right where it’s grown in the green hills of the Coffee Triangle. From the mysterious ruins of Ciudad Perdida to the graffiti-covered walls of Bogotá’s La Candelaria, Colombia pulses with creativity, resilience, and joy. Its diverse landscapes are matched by its warm, welcoming people and infectious rhythms. Colombia is a celebration of life in all its boldest colors.",Yes,https://en.wikipedia.org/wiki/Colombia,https://colombia.travel/en,Tropical,TRUE,Aviva,,,
57,TRUE,South America,Costa Rica,,,Central America,It is a country,It is the smallest country that has a coast line on both the Atlantic (Carribean Sea) and Pacific oceans,"Costa Rica is known for golden beaches and active volcanoes, where you can zip-line through the treetops of Monteverde, unwind in the hot springs of Arenal, or explore the rich biodiversity of Manuel Antonio National Park. With its vibrant wildlife, eco-friendly ethos, and thrilling outdoor activities, Costa Rica attracts nature lovers and thrill-seekers alike.",Yes,https://en.wikipedia.org/wiki/Costa_Rica,https://www.visitcostarica.com/,Tropical,TRUE,,https://drive.google.com/drive/folders/1T168BzurgMZrjDeb6d18uUnRb4ITGuQP?usp=sharing,,
58,TRUE,South America,Ecuador,,Galapagos,South America,"It is a famous geographic feature (e.g Mountain, River, Lake, etc.)",A remote group of islands noted for their boobies and other wildlife.,"The Galápagos Islands offer an unparalleled wildlife adventure where the diversity of nature thrives. This remote volcanic archipelago in the Pacific Ocean is home to giant tortoises, blue-footed boobies, marine iguanas and many other unique species. This UNESCO World Heritage Site is a living laboratory of evolution. Visitors can explore the islands through guided hikes, snorkeling excursions, and boat tours, encountering crystal-clear waters teeming with sea lions, manta rays, and hammerhead sharks. From the rugged lava landscapes of Bartolomé Island to the pristine beaches of Española, every island has its own unique ecosystem to discover. Whether snorkeling with penguins, walking among fearless wildlife, or marveling at volcanic landscapes, the Galápagos promise an unforgettable journey into one of the world’s most extraordinary natural wonders.",Yes,https://en.wikipedia.org/wiki/Gal%C3%A1pagos_Islands,https://www.galapagos.org/travel/planning-a-trip/,Tropical,TRUE,,,,
59,FALSE,South America,Ecuador,,,South America,It is a country,"Straddling the equator with a foot in the Andes, the Amazon, and the Pacific, this compact country is your gateway to Galápagos wonders and chocolate straight from the source","Ecuador is a compact country bursting with biodiversity, adventure, and culture, where you can stand on the equator, hike through the Andes, explore the Amazon rainforest, and island-hop in the Galápagos—all in one unforgettable trip. In Quito, colonial charm meets high-altitude drama, while Otavalo’s markets, Baños’s waterfalls, and Cotopaxi’s snow-capped volcano offer thrills and discovery at every turn. Ecuador’s small size means big experiences are never far apart, whether you're spotting toucans in the jungle or sipping chocolate made where the cacao grows. With its warm people and wildly varied landscapes, Ecuador feels like a whole continent packed into one, accessible nation.",Yes,https://en.wikipedia.org/wiki/Ecuador,https://ecuador.travel/en/,Tropical,TRUE,Aviva,,,
60,FALSE,South America,El Salvador,,,South America,It is a country,"The smallest country in Central America packs a punch with pupusas, Pacific surf swells, and volcanoes you can hike before breakfast.","Possibly Central America's best-kept secret, El Salvador is a compact country bursting with volcanoes, surf breaks, and vibrant culture. Along the Pacific coast, world-class waves draw surfers from around the globe, while inland, you can hike scenic trails up active volcanoes or explore ancient Mayan ruins tucked in lush valleys. In San Salvador, street art, nightlife, and pupusa stands offer a taste of the country's resilient, youthful spirit. Despite its small size, El Salvador delivers big on adventure, authenticity, and natural beauty. It’s a place where raw landscapes and warm smiles create unforgettable memories.",Yes,https://en.wikipedia.org/wiki/El_Salvador,https://elsalvador.travel/esp/,Tropical,TRUE,Aviva,,,
61,TRUE,South America,Mexico,,Cancun,Central America,It is a city,"Sometimes decried as just a party town, it can also be a gateway to great local cultures and incredible ancient history.","Sure Cancún offers plenty of beaches, clubs, DJ's and nightlife, but it is also a gateway to Mexico’s rich cultural and natural heritage. Situated on the Yucatán Peninsula, this coastal city provides access to ancient Mayan ruins like Chichén Itzá and Tulum, alongside the world’s second-largest coral reef. Travelers seeking more than leisure can explore cenotes (caves), ecological reserves, and UNESCO World Heritage sites. With a range of accommodations and infrastructure that supports international visitors, Cancún is well-suited for thoughtful travelers who value both comfort and meaningful experiences. Whether for historical insight, biodiversity, or responsible tourism, Cancún stands as a compelling destination worth serious consideration.",Yes,https://en.wikipedia.org/wiki/Canc%C3%BAn,https://www.turismocancun.mx/,Mediterranean climate,TRUE,,,,
62,FALSE,South America,Mexico,,,Central America,It is a country,The biggest country in Central America and the state of Texas used to be part of this country.,"Mexico is a kaleidoscope of color, flavor, and history, where ancient ruins rise from jungle floors and mariachi music fills the evening air. From the turquoise waters of the Yucatán to the highland charm of San Miguel de Allende, every region tells its own vibrant story. You can explore Mayan pyramids, feast on tacos al pastor, or wander colonial cities bursting with art and life. The country’s traditions run deep, yet its energy is electric—modern, creative, and always inviting. In Mexico, every day feels like a fiesta for the senses.",Yes,https://en.wikipedia.org/wiki/Mexico,https://www.visit-mexico.mx/,Very diverse with arid desert regions in the north to tropical climates in the south,TRUE,Aviva,,,
63,FALSE,South America,Panama,,,Central America,It is a country,"This has country has the worlds most famous canal, connecting the Atlantic and Pacific Oceans. ","Panama is where two continents and two oceans meet, creating a thrilling mix of tropical nature, modern energy, and rich culture. You can watch massive ships pass through the iconic Panama Canal, then be surfing in the Pacific or relaxing in the Caribbean just hours later. In Panama City, gleaming skyscrapers rise beside colonial plazas, while jungles full of toucans and howler monkeys lie just beyond. Island paradises like Bocas del Toro and the San Blas Islands offer crystal-clear waters and off-the-grid bliss. Panama is a crossroads of the world and yet retains is own, individual wild heart and vibrant soul.",Yes,https://en.wikipedia.org/wiki/Panama,https://www.tourismpanama.com/,Tropical,TRUE,Aviva,,,
64,FALSE,South America,Paraguay,,,South America,It is a country,"This landlocked country in South America is named after the river that runs through it—and it's one of the few places where people commonly speak an Indigenous language alongside Spanish, and the country has a navy despite having no coastline.","Paraguay is where untamed nature, rich Guaraní heritage, and laid-back charm create a travel experience that feels both off-the-map and deeply authentic. You can cruise down the mighty Paraguay River, explore the colonial streets of Asunción, or venture into the Chaco, a wild, sprawling region home to unique wildlife and indigenous cultures. The rhythm of life here is slower, the smiles warmer, and the traditions deeply rooted in community and history. From sipping tereré in the shade to discovering ancient Jesuit ruins, Paraguay invites you to connect with not just the destination but with the local's way of life.",Yes,https://en.wikipedia.org/wiki/Paraguay,https://visitparaguay.travel/,Subtropical,TRUE,Aviva,,,
65,FALSE,South America,Peru,,,South America,It is a country,"From the misty heights of Machu Picchu to the streets that inspired Paddington Bear, this country serves up ancient empires, rainbow mountains, and ceviche that’s practically a national treasure.","Peru will humble you (in the best possible way). You can wander mist-draped trails to Machu Picchu one day and be haggling over handwoven alpaca scarves in a bustling Andean market the next. The country’s geography is wildly diverse: Amazonian jungle, snow-capped peaks, and desert coastlines all stitched together with ancient Incan roads and warm smiles. The food? Let’s just say ceviche here isn’t a dish—it’s a revelation. Peru not only welcomes you but challenges you to dig deeper, climb higher, and leave a bit transformed.",Yes,https://en.wikipedia.org/wiki/Peru,https://www.peru.travel/en,Subtropical,TRUE,Aviva,,,
66,TRUE,Africa,Egypt,,,Africa,It is a country,"A destination rife with ancient temples, a legendary river, and timeless monuments. It's a land where desert winds breathe with ancient history and vibrant bazaars echo with stories of the past.","Egypt is where ancient wonders meet modern hospitality. You can stand in awe before the Great Pyramids of Giza, explore the Valley of the Kings, and sail the serene waters of the Nile. From the bustling markets of Cairo to the tranquil shores of the Red Sea, Egypt offers a journey unlike any other. Rich in history, culture, and natural beauty, it invites travelers to connect with the past while enjoying contemporary comfort. Whether you're seeking adventure, relaxation, or enlightenment, Egypt promises an unforgettable experience. The timeless allure of this destination means that every moment echoes with the grandeur of civilization's past.",Yes,https://en.wikipedia.org/wiki/Egypt,https://www.experienceegypt.eg/en,Arid,TRUE,Chez,,,
67,TRUE,Africa,Kenya,,Mt Kilimanjaro,Africa,"It is a famous geographic feature (e.g Mountain, River, Lake, etc.)","This iconic dormant volcano towers above nearby plains, offering trekkers a journey through diverse climates—from lush rainforest to arctic summit—without the need for technical climbing.","Rising majestically above the East African landscape, Africa’s tallest free-standing mountain is a premier destination for adventure seekers and nature enthusiasts. Its distinct ecological zones, from tropical forest to alpine desert and icy summit, offer a unique trekking experience unlike any other on the continent. This dormant volcano, located in northern Tanzania, provides an accessible yet challenging climb that draws thousands of international visitors each year. With well-established routes and professional guiding services, it is an ideal choice for those seeking a high-altitude expedition. Reaching the summit is an enourmous physical achievement, as well as a profound and unforgettable journey.",Yes,https://en.wikipedia.org/wiki/Mount_Kilimanjaro,https://www.kilimanjaroparktanzania.com/,Tropical to arctic,TRUE,Chez,,,
68,FALSE,Africa,Madagascar,,,Africa,It is a country,"This coastal destination is famous for unique wildlife, including lemurs, and boasts diverse ecosystems from rainforests to deserts, shaped by millions of years of isolation.","A truly unique destination, Madagascar is an island where nature has evolved in extraordinary isolation. Home to species found nowhere else on Earth, this remarkable land invites you to explore lush rainforests, otherworldly baobab forests, and pristine coastlines. Whether you're trekking through national parks, encountering curious lemurs, or relaxing on white-sand beaches beside turquoise waters, each moment offers a sense of wonder. Rich in biodiversity and cultural heritage, this is a place for travelers seeking something rare and meaningful. Embrace the adventure, serenity, and authenticity that await in one of the world's most captivating and biologically rich destinations.",Yes,https://en.wikipedia.org/wiki/Madagascar,https://madagascar-tourisme.com/en/,Tropical,FALSE,Chez,,,
69,FALSE,Africa,Rwanda,,Rwanda,Africa,It is a country,"This land of a thousand hills is home to mountain gorillas, lush volcanoes, and one of Africa’s most remarkable stories of renewal.","A breathtaking country of rolling green hills, misty volcanoes, and vibrant cultural revival, Rwanda is at the heart of Africa. It's one of the few places on Earth where you can trek through lush rainforests to come face-to-face with endangered mountain gorillas—an encounter as humbling as it is thrilling. Beyond the incredible wildlife, Rwanda’s capital, Kigali, offers clean streets, buzzing cafes, and a powerful narrative of resilience and transformation. From Lake Kivu’s tranquil shores to the rich traditions of local villages, Rwanda blends natural beauty with a deep, inspiring spirit. It’s a destination that surprises, moves, and stays with you long after you leave.",Yes,https://en.wikipedia.org/wiki/Rwanda,https://visitrwanda.com/,,FALSE,,No public photo library,,
70,FALSE,Africa,South Africa,,Kruger National Park,,,,,,,,,FALSE,,,,
71,FALSE,Africa,Tanzania,,Tanzania,,,,,,,,,FALSE,,,,
72,FALSE,Africa,Zimbabwe,,Victoria Falls,,,,,,,,,FALSE,,,,
73,FALSE,Antarcita,Antarctica,,Antarctica,,,,,,,,,FALSE,,,,
74,FALSE,Asia,China,Hong Kong,,,It is a state/territory/province,,,,,,,FALSE,,,,
75,FALSE,Asia,China,,Beijing,,,,,,,,,FALSE,,,,
76,FALSE,Asia,China,,Macau,,,,,,,,,FALSE,,,,
77,FALSE,Asia,Dubai,,Dubai,,,,,,,,,FALSE,,,,
78,FALSE,Asia,India,,,,,,,,,,,FALSE,,,,
79,FALSE,Asia,Indonesia,,Bali,,,,,,,,,FALSE,,,,
80,FALSE,Asia,Indonesia,,Jakarta,,,,,,,,,FALSE,,,,
81,FALSE,Asia,Israel,,Tel Aviv,,,,,,,,,FALSE,,,,
82,FALSE,Asia,Japan,,Kyoto,,,,,,,,,FALSE,,,,
83,FALSE,Asia,Japan,,Tokyo,,,,,,,,,FALSE,,,,
84,FALSE,Asia,Jordan,,Petra,,,,,,,,,FALSE,,,,
85,FALSE,Asia,Mongolia,,,,,,,,,,,FALSE,,,,
86,FALSE,Asia,Nepal,,,,,,,,,,,FALSE,,,,
87,FALSE,Asia,Russia,,Moscow,,,,,,,,,FALSE,,,,
88,FALSE,Asia,Signapore,,Signapore,,,,,,,,,FALSE,,,,
89,FALSE,Asia,Thailand,,Bangkok,,,,,,,,,FALSE,,,,
90,FALSE,Asia,Thailand,,,,,,,,,,,FALSE,,,,
91,FALSE,Asia,Turkiye,,Istanbul,,,,,,,,,FALSE,,,,
92,FALSE,Asia,Turkiye,,,,,,,,,,,FALSE,,,,
93,FALSE,Asia,Türkiye,,Cappadocia,,,,,,,,,FALSE,,,,
94,FALSE,Australia,Australia,Queensland,,,It is a state/territory/province,,,,,,,FALSE,,,,
95,FALSE,Australia,Australia,Western Australia,,,It is a state/territory/province,,,,,,,FALSE,,,,
96,FALSE,Australia,Australia,,Tasmania,,,,,,,,,FALSE,,,,
97,FALSE,Europe,Austria,,Vienna,,,,,,,,,FALSE,,,,
98,FALSE,Europe,Britain,,Gibraltar,,,,,,,,,FALSE,,,,
99,FALSE,Europe,Croatia,,Debrovnic,,,,,,,,,FALSE,,,,
100,FALSE,Europe,Czech Republic,,Prague,,,,,,,,,FALSE,,,,
101,FALSE,Europe,France,,South of France,,,,,,,,,FALSE,,,,
102,FALSE,Europe,France,,Tuscany,,,,,,,,,FALSE,,,,
103,FALSE,Europe,Georgia,,,,It is a country,This country also has the same name as one the United States' 50 states.,"Georgia, tucked between the Caucasus Mountains and the Black Sea, is a stunning blend of ancient history, bold landscapes, and famously warm hospitality. In one day, you can hike to a hilltop monastery in Kazbegi, sip amber wine in the sun-drenched vineyards of Kakheti, and explore the cobbled streets of Tbilisi, where centuries-old churches sit beside buzzing cafes and art galleries. Known as the birthplace of wine, Georgia pairs its deep traditions with a spirited, creative energy that surprises and delights. Whether you're savoring khachapuri by a mountain view or clinking glasses to “gaumarjos” with strangers who feel like old friends, Georgia is where every moment feels like a discovery.",Yes,,,,FALSE,,,,
104,FALSE,Europe,Germany,Bavaria,Munich,,,,,,,,,FALSE,,,,
105,FALSE,Europe,Germany,,Berlin,,,,,,,,,FALSE,,,,
106,FALSE,Europe,Greece,,Athens,,,,,,,,,FALSE,,,,
107,FALSE,Europe,Greece,,Santorini,,,,,,,,,FALSE,,,,
108,FALSE,Europe,Hungary,,Budapest,,,,,,,,,FALSE,,,,
109,FALSE,Europe,Italy,,Amalfi Coast,,,,,,,,,FALSE,,,,
110,FALSE,Europe,Italy,,Sicily,,,,,,,,,FALSE,,,,
111,FALSE,Europe,Italy,,Venice,,,,,,,,,FALSE,,,,
112,FALSE,Europe,Malta,,,,,,,,,,,FALSE,,,,
113,FALSE,Europe,Netherlands,Aruba,,,It is a state/territory/province,,,,,,,FALSE,,,,
114,FALSE,Europe,Portugal,,Lisbon,,,,,,,,,FALSE,,,,
115,FALSE,Europe,Spain,,Barcelona,,,,,,,,,FALSE,,,,
116,FALSE,Europe,Spain,,Ibiza,,,,,,,,,FALSE,,,,
117,FALSE,Europe,Spain,,Madrid,,,,,,,,,FALSE,,,,
118,FALSE,Europe,Spain,,Mojorca,,,,,,,,,FALSE,,,,
119,FALSE,Europe,Spain,,Seville,,,,,,,,,FALSE,,,,
120,FALSE,Europe,Switzerland,Luzern,Luzern,,,,,,,,,FALSE,,,,
121,FALSE,Europe,The Netherlands,,Amsterdam,,,,,,,,,FALSE,,,,
122,FALSE,Europe,United Kingdom,England,London,,,,,,,,,FALSE,,,,
123,FALSE,Europe,Vatican City,,,,,,,,,,,FALSE,,,,
124,FALSE,North America,Barbados,,Barbados,,,,,,,,,FALSE,,,,
125,FALSE,North America,Canada,Alberta,,,It is a state/territory/province,,,,,,,TRUE,Aviva,,,
126,FALSE,North America,Canada,British Columbia,Vancouver,,,,,,,,,FALSE,,,,
127,FALSE,North America,Canada,New Brunswick,,,It is a state/territory/province,,,,,,,TRUE,Aviva,,,
128,FALSE,North America,Canada,Ontario,Niagara Falls,,It is a state/territory/province,,,,,,,FALSE,,,,
129,FALSE,North America,Canada,Quebec,Charlevoix,,It is a state/territory/province,,,,,,,FALSE,,,,
130,FALSE,North America,Canada,Quebec,Saguenay,,It is a state/territory/province,,,,,,,FALSE,,,,
131,FALSE,North America,Canada,Saskatchawan,,,It is a state/territory/province,,,,,,,FALSE,,,,
132,FALSE,North America,Cuba,,Havannah,,,,,,,,,FALSE,,,,
133,FALSE,North America,Mexico,Baja California Sur,,,,,,,,,,FALSE,,,,
